Source	Target
http://ar.dbpedia.org/resource/تابع_(توضيح)	http://pt.dbpedia.org/resource/Função
http://bg.dbpedia.org/resource/Функция_(пояснение)	http://pt.dbpedia.org/resource/Função
http://ca.dbpedia.org/resource/Funció_(desambiguació)	http://pt.dbpedia.org/resource/Função
http://cs.dbpedia.org/resource/Funkce	http://pt.dbpedia.org/resource/Função
http://dbpedia.org/resource/Function	http://pt.dbpedia.org/resource/Função
http://dbpedia.org/resource/Function_%28mathematics%29	http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000014aaaa
http://dbpedia.org/resource/Function_value	http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000014aaaa
http://dbpedia.org/resource/How_to_specify_a_function	http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000014aaaa
http://dbpedia.org/resource/Propositional_function	http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000014aaaa
http://dbpedia.org/resource/Real-valued	http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000014aaaa
http://de.dbpedia.org/resource/Funktion	http://pt.dbpedia.org/resource/Função
http://eo.dbpedia.org/resource/Funkcio	http://pt.dbpedia.org/resource/Função
http://es.dbpedia.org/resource/Función	http://pt.dbpedia.org/resource/Função
http://et.dbpedia.org/resource/Funktsioon	http://pt.dbpedia.org/resource/Função
http://eu.dbpedia.org/resource/Funtzio_(argipena)	http://pt.dbpedia.org/resource/Função
http://fr.dbpedia.org/resource/Fonction	http://pt.dbpedia.org/resource/Função
http://hr.dbpedia.org/resource/Funkcija_(razdvojba)	http://pt.dbpedia.org/resource/Função
http://id.dbpedia.org/resource/Fungsi	http://pt.dbpedia.org/resource/Função
http://it.dbpedia.org/resource/Funzione	http://pt.dbpedia.org/resource/Função
http://ja.dbpedia.org/resource/関数	http://pt.dbpedia.org/resource/Função
http://ko.dbpedia.org/resource/함수_(동음이의)	http://pt.dbpedia.org/resource/Função
http://nl.dbpedia.org/resource/Functie	http://pt.dbpedia.org/resource/Função
http://pl.dbpedia.org/resource/Funkcja_(ujednoznacznienie)	http://pt.dbpedia.org/resource/Função
http://pt.dbpedia.org/resource/Função	http://ro.dbpedia.org/resource/Funcție_(dezambiguizare)
http://pt.dbpedia.org/resource/Função	http://ru.dbpedia.org/resource/Функция
http://pt.dbpedia.org/resource/Função	http://sk.dbpedia.org/resource/Funkcia
http://pt.dbpedia.org/resource/Função	http://sl.dbpedia.org/resource/Funkcija_(razločitev)
http://pt.dbpedia.org/resource/Função	http://sr.dbpedia.org/resource/Функција
http://pt.dbpedia.org/resource/Função	http://sv.dbpedia.org/resource/Funktion_(olika_betydelser)
http://pt.dbpedia.org/resource/Função	http://uk.dbpedia.org/resource/Функція
http://pt.dbpedia.org/resource/Função	http://zh.dbpedia.org/resource/函数_(消歧义)
http://sv.dbpedia.org/resource/Värde_(matematik)	http://dbpedia.org/resource/Value_(mathematics)
http://ar.dbpedia.org/resource/قيمة_(رياضيات)	http://dbpedia.org/resource/Value_(mathematics)
http://dbpedia.org/resource/Value_(mathematics)	http://ca.dbpedia.org/resource/Funció_real
http://dbpedia.org/resource/Value_(mathematics)	http://he.dbpedia.org/resource/ערך_(מתמטיקה)
http://dbpedia.org/resource/Value_(mathematics)	http://nl.dbpedia.org/resource/Reëel-waardige_functie
http://dbpedia.org/resource/Value_(mathematics)	http://rdf.freebase.com/ns/m.0bhr2j
http://dbpedia.org/resource/Value_(mathematics)	http://www.wikidata.org/entity/Q2912517
