Source	Target
http://dbpedia.org/resource/Agra	http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000001f7389
http://rdf.freebase.com/ns/m.01zxx9	http://dbpedia.org/resource/Eklavya_Sports_Stadium
http://rdf.freebase.com/ns/m.01zxx9	http://dbpedia.org/resource/آگرا
http://rdf.freebase.com/ns/m.01zxx9	http://dbpedia.org/resource/आगरा
http://dbpedia.org/resource/%C4%80gra	http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000001f7389
http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000001f7389	http://dbpedia.org/resource/Agra_newspapers
http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000001f7389	http://dbpedia.org/resource/Eklavya_Sports_Stadium
http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000001f7389	http://dbpedia.org/resource/UN/LOCODE:INAGR
http://rdf.freebase.com/ns/m.01zxx9	http://dbpedia.org/resource/Agra,_India
http://fr.dbpedia.org/resource/Agra	http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)
http://ca.dbpedia.org/resource/Agra_(desambiguació)	http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)
http://cs.dbpedia.org/resource/Agra	http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)
http://dbpedia.org/resource/Agra_(disambiguation)	http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)
http://de.dbpedia.org/resource/Agra_(Begriffsklärung)	http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)
http://eo.dbpedia.org/resource/Agra_(apartigilo)	http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)
http://es.dbpedia.org/resource/Agra_(desambiguación)	http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)
http://gl.dbpedia.org/resource/Agra	http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)
http://he.dbpedia.org/resource/אגרה	http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)
http://hr.dbpedia.org/resource/Agra	http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)
http://it.dbpedia.org/resource/Agra_(disambigua)	http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)
http://ja.dbpedia.org/resource/アグラ	http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)
http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)	http://lmo.dbpedia.org/resource/Agra
http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)	http://lv.dbpedia.org/resource/Agra
http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)	http://nl.dbpedia.org/resource/Agra
http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)	http://no.dbpedia.org/resource/Agra
http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)	http://pl.dbpedia.org/resource/Agra_(ujednoznacznienie)
http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)	http://pms.dbpedia.org/resource/Agra
http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)	http://pt.dbpedia.org/resource/Agra
http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)	http://ru.dbpedia.org/resource/Агара
http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)	http://sl.dbpedia.org/resource/Agra
http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)	http://uk.dbpedia.org/resource/Агра_(значення)
http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)	http://vo.dbpedia.org/resource/Agra
http://ka.dbpedia.org/resource/აგარა_(მრავალმნიშვნელოვანი)	http://zh.dbpedia.org/resource/阿格拉_(消歧义)
http://ru.dbpedia.org/resource/Агара	http://dbpedia.org/resource/Agara
http://ru.dbpedia.org/resource/Агара	http://vi.dbpedia.org/resource/Agara,_Yelandur
http://ru.dbpedia.org/resource/Агара	http://www.wikidata.org/entity/Q4691273
