Source	Target
http://dbpedia.org/resource/Bandon,_Oregon	http://data.nytimes.com/43553777731027839441
http://dbpedia.org/resource/Burgundy	http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000049a5a
http://rdf.freebase.com/ns/m.0lpp8	http://dbpedia.org/resource/Bourgogne_(region)
http://rdf.freebase.com/ns/m.0d5sb	http://dbpedia.org/resource/Cantabrian_Sea
http://rdf.freebase.com/ns/m.0d5sb	http://dbpedia.org/resource/Cantabrian_sea
http://fr.dbpedia.org/resource/Royaume_de_Bourgogne	http://ro.dbpedia.org/resource/Regatul_Burgundia
http://rdf.freebase.com/ns/m.03w965y	http://dbpedia.org/resource/First_Kingdom_of_Burgundy
http://dbpedia.org/resource/List_of_Kings_of_Burgundy	http://rdf.freebase.com/ns/m.053yrp
http://dbpedia.org/resource/List_of_Kings_of_Burgundy	http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000051f6f5
http://dbpedia.org/resource/Chappaqua,_New_York	http://data.nytimes.com/N87963426655427413891
http://dbpedia.org/resource/Cantabrian_Sea	http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000006170a
http://dbpedia.org/resource/Bourgogne	http://data.nytimes.com/N30038501401041739851
http://data.nytimes.com/N87963426655427413891	http://dbpedia.org/resource/Bandon%2C_Oregon
http://dbpedia.org/resource/Bandon%2C_Oregon	http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000000f2d61
http://dbpedia.org/resource/Bandon%2C_Oregon	http://sws.geonames.org/5712417/
http://dbpedia.org/resource/Bandon%2C_Oregon	http://www.rdfabout.com/rdf/usgov/geo/us/or/counties/coos_county/bandon
http://dbpedia.org/resource/Arelatic	http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000051f6f5
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000051f6f5	http://dbpedia.org/resource/Arelatic_kingdom
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000051f6f5	http://dbpedia.org/resource/Burgundian_king
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000051f6f5	http://dbpedia.org/resource/Godegisel
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000051f6f5	http://dbpedia.org/resource/King_of_Arles
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000051f6f5	http://dbpedia.org/resource/King_of_Burgundy
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000051f6f5	http://dbpedia.org/resource/King_of_Provence
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000051f6f5	http://dbpedia.org/resource/Kingdom_of_Lower_Burgundy
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000051f6f5	http://dbpedia.org/resource/Kingdom_of_Upper_Burgundy
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000051f6f5	http://dbpedia.org/resource/Kings_of_Burgundy
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000006170a	http://dbpedia.org/resource/Cantabrian_sea
http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000000956a8	http://dbpedia.org/resource/Bourgogne_%28region%29
http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000049a5a	http://dbpedia.org/resource/Juran_kingdom
