Source	Target
http://az.dbpedia.org/resource/İquasu	http://hr.dbpedia.org/resource/Iguaçu
http://bg.dbpedia.org/resource/Игуасу	http://hr.dbpedia.org/resource/Iguaçu
http://cs.dbpedia.org/resource/Iguaçu	http://hr.dbpedia.org/resource/Iguaçu
http://data.nytimes.com/4719459804274384821	http://sws.geonames.org/3433488/
http://data.nytimes.com/N43842223374210835271	http://dbpedia.org/resource/Virginia_Beach
http://dbpedia.org/resource/Igua%C3%A7u	http://hr.dbpedia.org/resource/Iguaçu
http://dbpedia.org/resource/Igua%C3%A7u_River	http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000248a82
http://dbpedia.org/resource/Iguacu	http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000005f4d1
http://dbpedia.org/resource/Iguacu	http://rdf.freebase.com/ns/m.0cy6k
http://dbpedia.org/resource/Iguacu_River	http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000248a82
http://dbpedia.org/resource/Iguassu_River	http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000248a82
http://dbpedia.org/resource/Iguaz%C3%BA	http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000005f4d1
http://dbpedia.org/resource/Iguaz%C3%BA_River	http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000248a82
http://dbpedia.org/resource/Iguaz%C3%BA_river	http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000248a82
http://dbpedia.org/resource/Iguazu_Falls	http://sws.geonames.org/3433488/
http://dbpedia.org/resource/Iguazu_River	http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000248a82
http://dbpedia.org/resource/Iguazú	http://rdf.freebase.com/ns/m.0cy6k
http://dbpedia.org/resource/Iguaçu	http://hr.dbpedia.org/resource/Iguaçu
http://dbpedia.org/resource/Iguaçu	http://rdf.freebase.com/ns/m.0292n2
http://dbpedia.org/resource/Kempsville	http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000009d01a
http://dbpedia.org/resource/Rio_Igua%C3%A7u	http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000248a82
http://dbpedia.org/resource/Rio_Iguacu	http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000248a82
http://dbpedia.org/resource/Rio_Iguazu	http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000248a82
http://dbpedia.org/resource/Río_Iguazú	http://rdf.freebase.com/ns/m.0292n2
http://dbpedia.org/resource/Virginia_Beach,_Virginia	http://sws.geonames.org/4791259/
http://de.dbpedia.org/resource/Iguaçu_(Begriffsklärung)	http://hr.dbpedia.org/resource/Iguaçu
http://es.dbpedia.org/resource/Iguazú	http://hr.dbpedia.org/resource/Iguaçu
http://hr.dbpedia.org/resource/Iguaçu	http://it.dbpedia.org/resource/Iguazú
http://hr.dbpedia.org/resource/Iguaçu	http://ja.dbpedia.org/resource/イグアス
http://hr.dbpedia.org/resource/Iguaçu	http://ko.dbpedia.org/resource/이구아수
http://hr.dbpedia.org/resource/Iguaçu	http://nl.dbpedia.org/resource/Iguaçu
http://hr.dbpedia.org/resource/Iguaçu	http://pl.dbpedia.org/resource/Iguaçu
http://hr.dbpedia.org/resource/Iguaçu	http://pt.dbpedia.org/resource/Iguaçu
http://hr.dbpedia.org/resource/Iguaçu	http://ru.dbpedia.org/resource/Игуасу
http://hr.dbpedia.org/resource/Iguaçu	http://sk.dbpedia.org/resource/Iguaçu
http://hr.dbpedia.org/resource/Iguaçu	http://uk.dbpedia.org/resource/Іґуасу
http://ru.dbpedia.org/resource/%D0%92%D0%B8%D1%80%D0%B4%D0%B6%D0%B8%D0%BD%D0%B8%D1%8F-%D0%91%D0%B8%D1%87	http://sws.geonames.org/4791259/
http://ru.dbpedia.org/resource/%D0%98%D0%B3%D1%83%D0%B0%D1%81%D1%83_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B)	http://sws.geonames.org/3433488/
http://sws.geonames.org/4791259/	http://www.rdfabout.com/rdf/usgov/geo/us/va/counties/virginia_beach/virginia_beach
http://rdf.freebase.com/ns/m.0cy6k	http://dbpedia.org/resource/Iguazu
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000005f4d1	http://dbpedia.org/resource/Iguazu
http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000248a82	http://dbpedia.org/resource/R%C3%ADo_Iguaz%C3%BA
