Source	Target
http://dbpedia.org/resource/Berlin	http://data.nytimes.com/N50987186835223032381
http://dbpedia.org/resource/Berlin	http://data.nytimes.com/16057429728088573361
http://dbpedia.org/resource/Flint,_Michigan	http://data.nytimes.com/N15100443101042130241
http://dbpedia.org/resource/Point_Reyes_National_Seashore	http://data.nytimes.com/N42814424980517559061
http://data.nytimes.com/N50987186835223032381	http://rdf.freebase.com/ns/en.berlin
http://data.nytimes.com/N50987186835223032381	http://sws.geonames.org/2950159/
http://data.nytimes.com/N50987186835223032381	http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000000094d6
