Source	Target
http://af.dbpedia.org/resource/Rostof_aan_die_Don	http://hu.dbpedia.org/resource/Rosztov
http://ar.dbpedia.org/resource/روستوف-نا-دونو	http://hu.dbpedia.org/resource/Rosztov
http://az.dbpedia.org/resource/Rostov-na-Donu	http://hu.dbpedia.org/resource/Rosztov
http://be.dbpedia.org/resource/Горад_Растоў-на-Доне	http://hu.dbpedia.org/resource/Rosztov
http://bg.dbpedia.org/resource/Ростов_на_Дон	http://hu.dbpedia.org/resource/Rosztov
http://br.dbpedia.org/resource/Rostov-an-Don	http://hu.dbpedia.org/resource/Rosztov
http://ca.dbpedia.org/resource/Rostov_del_Don	http://hu.dbpedia.org/resource/Rosztov
http://cs.dbpedia.org/resource/Rostov_na_Donu	http://hu.dbpedia.org/resource/Rosztov
http://cv.dbpedia.org/resource/Ростов-Тан-çинчи	http://hu.dbpedia.org/resource/Rosztov
http://da.dbpedia.org/resource/Rostov_ved_Don	http://hu.dbpedia.org/resource/Rosztov
http://dbpedia.org/resource/Rostov-on-Don	http://hu.dbpedia.org/resource/Rosztov
http://de.dbpedia.org/resource/Rostow_am_Don	http://hu.dbpedia.org/resource/Rosztov
http://el.dbpedia.org/resource/Ροστόφ_στον_Ντον	http://hu.dbpedia.org/resource/Rosztov
http://eo.dbpedia.org/resource/Rostov-na-Donu	http://hu.dbpedia.org/resource/Rosztov
http://es.dbpedia.org/resource/Rostov_del_Don	http://hu.dbpedia.org/resource/Rosztov
http://et.dbpedia.org/resource/Rostov_Doni_ääres	http://hu.dbpedia.org/resource/Rosztov
http://eu.dbpedia.org/resource/Rostov_Don	http://hu.dbpedia.org/resource/Rosztov
http://fa.dbpedia.org/resource/روستوف-نا-دونو	http://hu.dbpedia.org/resource/Rosztov
http://fi.dbpedia.org/resource/Rostov-na-Donu	http://hu.dbpedia.org/resource/Rosztov
http://fr.dbpedia.org/resource/Rostov-sur-le-Don	http://hu.dbpedia.org/resource/Rosztov
http://he.dbpedia.org/resource/רוסטוב_על_הדון	http://hu.dbpedia.org/resource/Rosztov
http://hr.dbpedia.org/resource/Rostov_na_Donu	http://hu.dbpedia.org/resource/Rosztov
http://hu.dbpedia.org/resource/Rosztov	http://hy.dbpedia.org/resource/Դոնի_Ռոստով
http://hu.dbpedia.org/resource/Rosztov	http://id.dbpedia.org/resource/Rostov_na_Donu
http://hu.dbpedia.org/resource/Rosztov	http://it.dbpedia.org/resource/Rostov_sul_Don
http://hu.dbpedia.org/resource/Rosztov	http://ja.dbpedia.org/resource/ロストフ・ナ・ドヌ
http://hu.dbpedia.org/resource/Rosztov	http://ka.dbpedia.org/resource/დონის_როსტოვი
