SUBJECT	OBJECT	WEIGHT
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://be.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сімвалы_Канады	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://bg.dbpedia.org/resource/Категория:Национални_символи_на_Канада	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://cs.dbpedia.org/resource/Kategorie:Státní_symboly_Kanady	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://dbpedia.org/resource/Category:National_symbols_of_Canada	2
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://de.dbpedia.org/resource/Kategorie:Nationales_Symbol_(Kanada)	2
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://el.dbpedia.org/resource/Κατηγορία:Εθνικά_σύμβολα_του_Καναδά	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://eo.dbpedia.org/resource/Kategorio:Naciaj_simboloj_de_Kanado	2
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://es.dbpedia.org/resource/Categoría:Símbolos_de_Canadá	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://fa.dbpedia.org/resource/رده:نمادهای_ملی_کانادا	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://fr.dbpedia.org/resource/Catégorie:Symbole_du_Canada	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://gl.dbpedia.org/resource/Categoría:Símbolos_do_Canadá	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://he.dbpedia.org/resource/קטגוריה:קנדה:_סמלים_לאומיים	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://hy.dbpedia.org/resource/Կատեգորիա:Կանադայի_պետական_խորհրդանիշեր	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://ko.dbpedia.org/resource/분류:캐나다의_상징	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://lt.dbpedia.org/resource/Kategorija:Kanados_atributika	2
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://mk.dbpedia.org/resource/Категорија:Национални_симболи_на_Канада	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://nl.dbpedia.org/resource/Categorie:Canadees_symbool	2
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://pl.dbpedia.org/resource/Kategoria:Symbole_Kanady	2
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://pt.dbpedia.org/resource/Categoria:Símbolos_do_Canadá	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://ru.dbpedia.org/resource/Категория:Государственные_символы_Канады	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://sco.dbpedia.org/resource/Category:Naitional_seembols_o_Canadae	1
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://th.dbpedia.org/resource/หมวดหมู่:สัญลักษณ์ของประเทศแคนาดา	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://tr.dbpedia.org/resource/Kategori:Kanada'nın_ulusal_sembolleri	0
http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	http://www.wikidata.org/entity/Q7022726	1
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://az.dbpedia.org/resource/Kateqoriya:Kanadanın_dövlət_rəmzləri	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://be.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сімвалы_Канады	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://bg.dbpedia.org/resource/Категория:Национални_символи_на_Канада	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://cs.dbpedia.org/resource/Kategorie:Státní_symboly_Kanady	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://dbpedia.org/resource/Category:National_symbols_of_Canada	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://de.dbpedia.org/resource/Kategorie:Nationales_Symbol_(Kanada)	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://el.dbpedia.org/resource/Κατηγορία:Εθνικά_σύμβολα_του_Καναδά	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://eo.dbpedia.org/resource/Kategorio:Naciaj_simboloj_de_Kanado	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://es.dbpedia.org/resource/Categoría:Símbolos_de_Canadá	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://et.dbpedia.org/resource/Kategooria:Kanada_sümboolika	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://fa.dbpedia.org/resource/رده:نمادهای_ملی_کانادا	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://fr.dbpedia.org/resource/Catégorie:Symbole_du_Canada	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://gl.dbpedia.org/resource/Categoría:Símbolos_do_Canadá	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://he.dbpedia.org/resource/קטגוריה:קנדה:_סמלים_לאומיים	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://hy.dbpedia.org/resource/Կատեգորիա:Կանադայի_պետական_խորհրդանիշեր	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://ja.dbpedia.org/resource/Category:カナダの国の象徴	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://ko.dbpedia.org/resource/분류:캐나다의_상징	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://lt.dbpedia.org/resource/Kategorija:Kanados_atributika	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://mk.dbpedia.org/resource/Категорија:Национални_симболи_на_Канада	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://nl.dbpedia.org/resource/Categorie:Canadees_symbool	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://pl.dbpedia.org/resource/Kategoria:Symbole_Kanady	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://pt.dbpedia.org/resource/Categoria:Símbolos_do_Canadá	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://ru.dbpedia.org/resource/Категория:Государственные_символы_Канады	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://sco.dbpedia.org/resource/Category:Naitional_seembols_o_Canadae	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://th.dbpedia.org/resource/หมวดหมู่:สัญลักษณ์ของประเทศแคนาดา	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://tr.dbpedia.org/resource/Kategori:Kanada'nın_ulusal_sembolleri	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://www.wikidata.org/entity/Q7022726	0
http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	http://ar.dbpedia.org/resource/%D8%AA%D8%B5%D9%86%D9%8A%D9%81:%D8%B1%D9%85%D9%88%D8%B2_%D9%83%D9%86%D8%AF%D8%A7_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://af.dbpedia.org/resource/Kategorie:Nasionale_simbole_van_Kanada	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://ar.dbpedia.org/resource/تصنيف:رموز_كندا_الوطنية	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://be.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сімвалы_Канады	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://bg.dbpedia.org/resource/Категория:Национални_символи_на_Канада	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://cs.dbpedia.org/resource/Kategorie:Státní_symboly_Kanady	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://dbpedia.org/resource/Category:National_symbols_of_Canada	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://de.dbpedia.org/resource/Kategorie:Nationales_Symbol_(Kanada)	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://el.dbpedia.org/resource/Κατηγορία:Εθνικά_σύμβολα_του_Καναδά	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://eo.dbpedia.org/resource/Kategorio:Naciaj_simboloj_de_Kanado	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://es.dbpedia.org/resource/Categoría:Símbolos_de_Canadá	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://fa.dbpedia.org/resource/رده:نمادهای_ملی_کانادا	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://fr.dbpedia.org/resource/Catégorie:Symbole_du_Canada	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://gl.dbpedia.org/resource/Categoría:Símbolos_do_Canadá	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://he.dbpedia.org/resource/קטגוריה:קנדה:_סמלים_לאומיים	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://hy.dbpedia.org/resource/Կատեգորիա:Կանադայի_պետական_խորհրդանիշեր	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://ko.dbpedia.org/resource/분류:캐나다의_상징	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://lt.dbpedia.org/resource/Kategorija:Kanados_atributika	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://mk.dbpedia.org/resource/Категорија:Национални_симболи_на_Канада	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://nl.dbpedia.org/resource/Categorie:Canadees_symbool	0
http://be-x-old.dbpedia.org/resource/Катэгорыя:Дзяржаўныя_сымбалі_Канады	http://pl.dbpedia.org/resource/Kategoria:Symbole_Kanady	0
