SUBJECT	OBJECT	WEIGHT
http://af.dbpedia.org/resource/Astrofisika	http://ar.dbpedia.org/resource/فيزياء_فلكية	0
http://af.dbpedia.org/resource/Astrofisika	http://az.dbpedia.org/resource/Astrofizika	2
http://af.dbpedia.org/resource/Astrofisika	http://be.dbpedia.org/resource/Астрафізіка	0
http://af.dbpedia.org/resource/Astrofisika	http://bg.dbpedia.org/resource/Астрофизика	0
http://af.dbpedia.org/resource/Astrofisika	http://bn.dbpedia.org/resource/জ্যোতিঃপদার্থবিজ্ঞান	0
http://af.dbpedia.org/resource/Astrofisika	http://bs.dbpedia.org/resource/Astrofizika	2
http://af.dbpedia.org/resource/Astrofisika	http://ca.dbpedia.org/resource/Astrofísica	0
http://af.dbpedia.org/resource/Astrofisika	http://ckb.dbpedia.org/resource/ستێرفیزیک	0
http://af.dbpedia.org/resource/Astrofisika	http://cs.dbpedia.org/resource/Astrofyzika	2
http://af.dbpedia.org/resource/Astrofisika	http://cv.dbpedia.org/resource/Астрофизика	0
http://af.dbpedia.org/resource/Astrofisika	http://cy.dbpedia.org/resource/Astroffiseg	2
http://af.dbpedia.org/resource/Astrofisika	http://da.dbpedia.org/resource/Astrofysik	2
http://af.dbpedia.org/resource/Astrofisika	http://dbpedia.org/resource/Astrophysics	2
http://af.dbpedia.org/resource/Astrofisika	http://de.dbpedia.org/resource/Astrophysik	2
http://af.dbpedia.org/resource/Astrofisika	http://diq.dbpedia.org/resource/Fizikê_Asmêni	0
http://af.dbpedia.org/resource/Astrofisika	http://el.dbpedia.org/resource/Αστροφυσική	0
http://af.dbpedia.org/resource/Astrofisika	http://eo.dbpedia.org/resource/Astrofiziko	2
http://af.dbpedia.org/resource/Astrofisika	http://es.dbpedia.org/resource/Astrofísica	0
http://af.dbpedia.org/resource/Astrofisika	http://et.dbpedia.org/resource/Astrofüüsika	0
http://af.dbpedia.org/resource/Astrofisika	http://eu.dbpedia.org/resource/Astrofisika	2
http://af.dbpedia.org/resource/Astrofisika	http://fa.dbpedia.org/resource/اخترفیزیک	0
http://af.dbpedia.org/resource/Astrofisika	http://fi.dbpedia.org/resource/Astrofysiikka	2
http://af.dbpedia.org/resource/Astrofisika	http://fr.dbpedia.org/resource/Astrophysique	2
http://af.dbpedia.org/resource/Astrofisika	http://gl.dbpedia.org/resource/Astrofísica	0
http://af.dbpedia.org/resource/Astrofisika	http://he.dbpedia.org/resource/אסטרופיזיקה	0
