SUBJECT	OBJECT	WEIGHT
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://ar.dbpedia.org/resource/%D8%A8%D8%B1%D8%A7%D8%A8%D9%8A%D8%AA_%D8%8C_%D8%A3%D9%88%D9%83%D8%B1%D8%A7%D9%86%D9%8A%D8%A7	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://az.dbpedia.org/resource/Pripyat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://bat-smg.dbpedia.org/resource/Prėpetė	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://be-x-old.dbpedia.org/resource/Прыпяць_(горад)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://be.dbpedia.org/resource/Горад_Прыпяць	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://bg.dbpedia.org/resource/Припят_(град)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://bs.dbpedia.org/resource/Pripjat_(čvor)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://ca.dbpedia.org/resource/Prýpiat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://cs.dbpedia.org/resource/Pripjať_(město)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://cy.dbpedia.org/resource/Pripyat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://da.dbpedia.org/resource/Prypiat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://dbpedia.org/resource/Pripyat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://dbpedia.org/resource/Prypiat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://de.dbpedia.org/resource/Prypjat_(Stadt)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://eo.dbpedia.org/resource/Pripjat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://es.dbpedia.org/resource/Prípiat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://et.dbpedia.org/resource/Prõpjat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://fa.dbpedia.org/resource/پریپیات	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://fa.dbpedia.org/resource/پریپیات،_اوکراین	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://fi.dbpedia.org/resource/Prypjat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://fr.dbpedia.org/resource/Pripiat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://he.dbpedia.org/resource/פריפיאט_(עיר)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://hr.dbpedia.org/resource/Pripjat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://hu.dbpedia.org/resource/Pripjaty	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://hy.dbpedia.org/resource/Պրիպյատ	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://id.dbpedia.org/resource/Pripyat,_Ukraina	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://it.dbpedia.org/resource/Pripjat'_(città)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://it.dbpedia.org/resource/Pryp'jat'_(città)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://ja.dbpedia.org/resource/プリピャチ	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://ka.dbpedia.org/resource/პრიპიატი	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://ka.dbpedia.org/resource/პრიპიატი_(ქალაქი)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://ko.dbpedia.org/resource/프리피야티	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://lt.dbpedia.org/resource/Pripetė_(miestas)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://lv.dbpedia.org/resource/Pripjata	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://mk.dbpedia.org/resource/Припјат	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://nl.dbpedia.org/resource/Prypjat_(stad)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://nn.dbpedia.org/resource/Prypjat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://no.dbpedia.org/resource/Pripjat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://pl.dbpedia.org/resource/Prypeć_(miasto)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://pt.dbpedia.org/resource/Pripyat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://rdf.freebase.com/ns/m.02jyd3	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://ro.dbpedia.org/resource/Pripiat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://ro.dbpedia.org/resource/Prâpiați	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://ru.dbpedia.org/resource/Припять_(город)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://simple.dbpedia.org/resource/Prypiat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://sk.dbpedia.org/resource/Pripiať_(mesto)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://sl.dbpedia.org/resource/Pripjat,_Ukrajina	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://sr.dbpedia.org/resource/Припјат	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://sv.dbpedia.org/resource/Pripjat_(stad)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://tr.dbpedia.org/resource/Pripyat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://uk.dbpedia.org/resource/Прип'ять_(місто)	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://vi.dbpedia.org/resource/Pripyat,_Ukraina	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://vi.dbpedia.org/resource/Prypiat,_Ukraina	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://war.dbpedia.org/resource/Pripyat	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://www.wikidata.org/entity/Q170456	0
http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	http://zh.dbpedia.org/resource/普里皮亚季	0
http://az.dbpedia.org/resource/Pripyat	http://ar.dbpedia.org/resource/برابيت_،_أوكرانيا	0
http://az.dbpedia.org/resource/Pripyat	http://ar.dbpedia.org/resource/بريبيات	0
http://az.dbpedia.org/resource/Pripyat	http://bat-smg.dbpedia.org/resource/Prėpetė	0
