Relation	NumOfTriples
http://www.w3.org/2000/01/rdf-schema#comment	67834051
http://www.w3.org/2004/02/skos/core#example	416395
http://www.w3.org/2004/02/skos/core#definition	557712
http://www.w3.org/2006/03/wn/wn20/schema/gloss	4046702
http://www.w3.org/2004/02/skos/core#scopeNote	588875
http://www.semanticdesktop.org/ontologies/2007/01/19/nie#description	564125
