SUBJECT OBJECT METALINK_ID
http://ar.dbpedia.org/resource/فلاشينبفاند http://dbpedia.org/resource/Flaschenpfand https://krr.triply.cc/krr/metalink/id/link/436807861
http://ar.dbpedia.org/resource/فلاشينبفاند http://de.dbpedia.org/resource/Flaschenpfand https://krr.triply.cc/krr/metalink/id/link/436807863
http://ar.dbpedia.org/resource/فلاشينبفاند http://www.wikidata.org/entity/Q10862480 https://krr.triply.cc/krr/metalink/id/link/436807865
http://da.dbpedia.org/resource/Flaskepant http://dbpedia.org/resource/Container_deposit_legislation https://krr.triply.cc/krr/metalink/id/link/436807867
http://da.dbpedia.org/resource/Flaskepant http://de.dbpedia.org/resource/Einwegpfand https://krr.triply.cc/krr/metalink/id/link/436807869
http://da.dbpedia.org/resource/Flaskepant http://eo.dbpedia.org/resource/Garantiaĵo https://krr.triply.cc/krr/metalink/id/link/436807871
http://da.dbpedia.org/resource/Flaskepant http://eo.dbpedia.org/resource/Ujreuza_garantiaĵo https://krr.triply.cc/krr/metalink/id/link/436807873
http://da.dbpedia.org/resource/Flaskepant http://es.dbpedia.org/resource/Legislación_de_depósito_para_envases https://krr.triply.cc/krr/metalink/id/link/436807874
http://da.dbpedia.org/resource/Flaskepant http://fi.dbpedia.org/resource/Palpa https://krr.triply.cc/krr/metalink/id/link/436807876
http://da.dbpedia.org/resource/Flaskepant http://it.dbpedia.org/resource/Vuoto_a_rendere https://krr.triply.cc/krr/metalink/id/link/436807878
http://da.dbpedia.org/resource/Flaskepant http://nl.dbpedia.org/resource/Statiegeld https://krr.triply.cc/krr/metalink/id/link/436807880
http://da.dbpedia.org/resource/Flaskepant http://no.dbpedia.org/resource/Flaskepant https://krr.triply.cc/krr/metalink/id/link/436807882
http://da.dbpedia.org/resource/Flaskepant http://rdf.freebase.com/ns/m.04vl4s https://krr.triply.cc/krr/metalink/id/link/436807884
http://da.dbpedia.org/resource/Flaskepant http://sv.dbpedia.org/resource/Pant_(förpackning) https://krr.triply.cc/krr/metalink/id/link/436807885
http://da.dbpedia.org/resource/Flaskepant http://www.wikidata.org/entity/Q1309660 https://krr.triply.cc/krr/metalink/id/link/436807887
